timestamp,facility_id,facility_name,energy_kwh_per_wafer,cleanroom_energy_kwh,equipment_utilization,peak_energy_pct,hazardous_waste_kg,chemical_recycling_rate,solvent_recovery_rate,waste_compliance_pct,air_filtration_efficiency,particle_count,temp_humidity_energy_kwh,cleanroom_class,upw_consumption_m3,water_recycling_rate,wastewater_treatment_efficiency,water_per_wafer_l,scope1_tco2e,scope2_tco2e,scope3_tco2e,renewable_pct
2025-09-15,F3,Albany Fab,386.27,70300.0,72.47,37.53,5930.0,40.93,55.93,91.47,96.89,98.13,32173.33,86.27,2417.33,44.93,80.93,465.33,2176.67,3603.33,16360.0,10.47
2025-09-16,F3,Albany Fab,386.0,70250.0,72.5,37.5,5925.0,41.0,56.0,91.5,96.9,98.0,32150.0,86.0,2415.0,45.0,81.0,465.0,2175.0,3600.0,16350.0,10.5
2025-09-17,F3,Albany Fab,385.73,70200.0,72.53,37.47,5920.0,41.07,56.07,91.53,96.91,97.87,32126.67,85.73,2412.67,45.07,81.07,464.67,2173.33,3596.67,16340.0,10.53
2025-09-18,F3,Albany Fab,385.47,70150.0,72.57,37.43,5915.0,41.13,56.13,91.57,96.91,97.73,32103.33,85.47,2410.33,45.13,81.13,464.33,2171.67,3593.33,16330.0,10.57
2025-09-19,F3,Albany Fab,385.2,70100.0,72.6,37.4,5910.0,41.2,56.2,91.6,96.92,97.6,32080.0,85.2,2408.0,45.2,81.2,464.0,2170.0,3590.0,16320.0,10.6
2025-09-20,F3,Albany Fab,384.93,70050.0,72.63,37.37,5905.0,41.27,56.27,91.63,96.93,97.47,32056.67,84.93,2405.67,45.27,81.27,463.67,2168.33,3586.67,16310.0,10.63
2025-09-21,F3,Albany Fab,384.67,70000.0,72.67,37.33,5900.0,41.33,56.33,91.67,96.93,97.33,32033.33,84.67,2403.33,45.33,81.33,463.33,2166.67,3583.33,16300.0,10.67
2025-09-22,F3,Albany Fab,384.4,69950.0,72.7,37.3,5895.0,41.4,56.4,91.7,96.94,97.2,32010.0,84.4,2401.0,45.4,81.4,463.0,2165.0,3580.0,16290.0,10.7
2025-09-23,F3,Albany Fab,384.13,69900.0,72.73,37.27,5890.0,41.47,56.47,91.73,96.95,97.07,31986.67,84.13,2398.67,45.47,81.47,462.67,2163.33,3576.67,16280.0,10.73
2025-09-24,F3,Albany Fab,383.87,69850.0,72.77,37.23,5885.0,41.53,56.53,91.77,96.95,96.93,31963.33,83.87,2396.33,45.53,81.53,462.33,2161.67,3573.33,16270.0,10.77
2025-09-25,F3,Albany Fab,383.6,69800.0,72.8,37.2,5880.0,41.6,56.6,91.8,96.96,96.8,31940.0,83.6,2394.0,45.6,81.6,462.0,2160.0,3570.0,16260.0,10.8
2025-09-26,F3,Albany Fab,383.33,69750.0,72.83,37.17,5875.0,41.67,56.67,91.83,96.97,96.67,31916.67,83.33,2391.67,45.67,81.67,461.67,2158.33,3566.67,16250.0,10.83
2025-09-27,F3,Albany Fab,383.07,69700.0,72.87,37.13,5870.0,41.73,56.73,91.87,96.97,96.53,31893.33,83.07,2389.33,45.73,81.73,461.33,2156.67,3563.33,16240.0,10.87
2025-09-28,F3,Albany Fab,382.8,69650.0,72.9,37.1,5865.0,41.8,56.8,91.9,96.98,96.4,31870.0,82.8,2387.0,45.8,81.8,461.0,2155.0,3560.0,16230.0,10.9
2025-09-29,F3,Albany Fab,382.53,69600.0,72.93,37.07,5860.0,41.87,56.87,91.93,96.99,96.27,31846.67,82.53,2384.67,45.87,81.87,460.67,2153.33,3556.67,16220.0,10.93
2025-09-30,F3,Albany Fab,382.27,69550.0,72.97,37.03,5855.0,41.93,56.93,91.97,96.99,96.13,31823.33,82.27,2382.33,45.93,81.93,460.33,2151.67,3553.33,16210.0,10.97
2025-10-01,F3,Albany Fab,382.0,69500.0,73.0,37.0,5850.0,42.0,57.0,92.0,97.0,96.0,31800.0,82.0,2380.0,46.0,82.0,460.0,2150.0,3550.0,16200.0,11.0
2025-10-02,F3,Albany Fab,381.68,69435.48,73.03,36.94,5845.16,42.06,57.06,92.03,97.01,95.81,31774.19,81.74,2378.06,46.1,82.06,459.68,2147.74,3545.81,16188.71,11.03
2025-10-03,F3,Albany Fab,381.35,69370.97,73.06,36.87,5840.32,42.13,57.13,92.06,97.01,95.61,31748.39,81.48,2376.13,46.19,82.13,459.35,2145.48,3541.61,16177.42,11.06
2025-10-04,F3,Albany Fab,381.03,69306.45,73.1,36.81,5835.48,42.19,57.19,92.1,97.02,95.42,31722.58,81.23,2374.19,46.29,82.19,459.03,2143.23,3537.42,16166.13,11.1
2025-10-05,F3,Albany Fab,380.71,69241.94,73.13,36.74,5830.65,42.26,57.26,92.13,97.03,95.23,31696.77,80.97,2372.26,46.39,82.26,458.71,2140.97,3533.23,16154.84,11.13
2025-10-06,F3,Albany Fab,380.39,69177.42,73.16,36.68,5825.81,42.32,57.32,92.16,97.03,95.03,31670.97,80.71,2370.32,46.48,82.32,458.39,2138.71,3529.03,16143.55,11.16
2025-10-07,F3,Albany Fab,380.06,69112.9,73.19,36.61,5820.97,42.39,57.39,92.19,97.04,94.84,31645.16,80.45,2368.39,46.58,82.39,458.06,2136.45,3524.84,16132.26,11.19
2025-10-08,F3,Albany Fab,379.74,69048.39,73.23,36.55,5816.13,42.45,57.45,92.23,97.05,94.65,31619.35,80.19,2366.45,46.68,82.45,457.74,2134.19,3520.65,16120.97,11.23
2025-10-09,F3,Albany Fab,379.42,68983.87,73.26,36.48,5811.29,42.52,57.52,92.26,97.05,94.45,31593.55,79.94,2364.52,46.77,82.52,457.42,2131.94,3516.45,16109.68,11.26
2025-10-10,F3,Albany Fab,379.1,68919.35,73.29,36.42,5806.45,42.58,57.58,92.29,97.06,94.26,31567.74,79.68,2362.58,46.87,82.58,457.1,2129.68,3512.26,16098.39,11.29
2025-10-11,F3,Albany Fab,378.77,68854.84,73.32,36.35,5801.61,42.65,57.65,92.32,97.06,94.06,31541.94,79.42,2360.65,46.97,82.65,456.77,2127.42,3508.06,16087.1,11.32
2025-10-12,F3,Albany Fab,378.45,68790.32,73.35,36.29,5796.77,42.71,57.71,92.35,97.07,93.87,31516.13,79.16,2358.71,47.06,82.71,456.45,2125.16,3503.87,16075.81,11.35
2025-10-13,F3,Albany Fab,378.13,68725.81,73.39,36.23,5791.94,42.77,57.77,92.39,97.08,93.68,31490.32,78.9,2356.77,47.16,82.77,456.13,2122.9,3499.68,16064.52,11.39
2025-10-14,F3,Albany Fab,377.81,68661.29,73.42,36.16,5787.1,42.84,57.84,92.42,97.08,93.48,31464.52,78.65,2354.84,47.26,82.84,455.81,2120.65,3495.48,16053.23,11.42
2025-10-15,F3,Albany Fab,377.48,68596.77,73.45,36.1,5782.26,42.9,57.9,92.45,97.09,93.29,31438.71,78.39,2352.9,47.35,82.9,455.48,2118.39,3491.29,16041.94,11.45
2025-10-16,F3,Albany Fab,377.16,68532.26,73.48,36.03,5777.42,42.97,57.97,92.48,97.1,93.1,31412.9,78.13,2350.97,47.45,82.97,455.16,2116.13,3487.1,16030.65,11.48
2025-10-17,F3,Albany Fab,376.84,68467.74,73.52,35.97,5772.58,43.03,58.03,92.52,97.1,92.9,31387.1,77.87,2349.03,47.55,83.03,454.84,2113.87,3482.9,16019.35,11.52
2025-10-18,F3,Albany Fab,376.52,68403.23,73.55,35.9,5767.74,43.1,58.1,92.55,97.11,92.71,31361.29,77.61,2347.1,47.65,83.1,454.52,2111.61,3478.71,16008.06,11.55
2025-10-19,F3,Albany Fab,376.19,68338.71,73.58,35.84,5762.9,43.16,58.16,92.58,97.12,92.52,31335.48,77.35,2345.16,47.74,83.16,454.19,2109.35,3474.52,15996.77,11.58
2025-10-20,F3,Albany Fab,375.87,68274.19,73.61,35.77,5758.06,43.23,58.23,92.61,97.12,92.32,31309.68,77.1,2343.23,47.84,83.23,453.87,2107.1,3470.32,15985.48,11.61
2025-10-21,F3,Albany Fab,375.55,68209.68,73.65,35.71,5753.23,43.29,58.29,92.65,97.13,92.13,31283.87,76.84,2341.29,47.94,83.29,453.55,2104.84,3466.13,15974.19,11.65
2025-10-22,F3,Albany Fab,375.23,68145.16,73.68,35.65,5748.39,43.35,58.35,92.68,97.14,91.94,31258.06,76.58,2339.35,48.03,83.35,453.23,2102.58,3461.94,15962.9,11.68
2025-10-23,F3,Albany Fab,374.9,68080.65,73.71,35.58,5743.55,43.42,58.42,92.71,97.14,91.74,31232.26,76.32,2337.42,48.13,83.42,452.9,2100.32,3457.74,15951.61,11.71
2025-10-24,F3,Albany Fab,374.58,68016.13,73.74,35.52,5738.71,43.48,58.48,92.74,97.15,91.55,31206.45,76.06,2335.48,48.23,83.48,452.58,2098.06,3453.55,15940.32,11.74
2025-10-25,F3,Albany Fab,374.26,67951.61,73.77,35.45,5733.87,43.55,58.55,92.77,97.15,91.35,31180.65,75.81,2333.55,48.32,83.55,452.26,2095.81,3449.35,15929.03,11.77
2025-10-26,F3,Albany Fab,373.94,67887.1,73.81,35.39,5729.03,43.61,58.61,92.81,97.16,91.16,31154.84,75.55,2331.61,48.42,83.61,451.94,2093.55,3445.16,15917.74,11.81
2025-10-27,F3,Albany Fab,373.61,67822.58,73.84,35.32,5724.19,43.68,58.68,92.84,97.17,90.97,31129.03,75.29,2329.68,48.52,83.68,451.61,2091.29,3440.97,15906.45,11.84
2025-10-28,F3,Albany Fab,373.29,67758.06,73.87,35.26,5719.35,43.74,58.74,92.87,97.17,90.77,31103.23,75.03,2327.74,48.61,83.74,451.29,2089.03,3436.77,15895.16,11.87
2025-10-29,F3,Albany Fab,372.97,67693.55,73.9,35.19,5714.52,43.81,58.81,92.9,97.18,90.58,31077.42,74.77,2325.81,48.71,83.81,450.97,2086.77,3432.58,15883.87,11.9
2025-10-30,F3,Albany Fab,372.65,67629.03,73.94,35.13,5709.68,43.87,58.87,92.94,97.19,90.39,31051.61,74.52,2323.87,48.81,83.87,450.65,2084.52,3428.39,15872.58,11.94
2025-10-31,F3,Albany Fab,372.32,67564.52,73.97,35.06,5704.84,43.94,58.94,92.97,97.19,90.19,31025.81,74.26,2321.94,48.9,83.94,450.32,2082.26,3424.19,15861.29,11.97
2025-11-01,F3,Albany Fab,372.0,67500.0,74.0,35.0,5700.0,44.0,59.0,93.0,97.2,90.0,31000.0,74.0,2320.0,49.0,84.0,450.0,2080.0,3420.0,15850.0,12.0
2025-11-02,F3,Albany Fab,371.67,67433.33,74.07,34.97,5693.33,44.1,59.1,93.03,97.21,89.8,30973.33,73.73,2317.33,49.1,84.07,449.67,2077.33,3416.0,15838.33,12.07
2025-11-03,F3,Albany Fab,371.33,67366.67,74.13,34.93,5686.67,44.2,59.2,93.07,97.21,89.6,30946.67,73.47,2314.67,49.2,84.13,449.33,2074.67,3412.0,15826.67,12.13
2025-11-04,F3,Albany Fab,371.0,67300.0,74.2,34.9,5680.0,44.3,59.3,93.1,97.22,89.4,30920.0,73.2,2312.0,49.3,84.2,449.0,2072.0,3408.0,15815.0,12.2
2025-11-05,F3,Albany Fab,370.67,67233.33,74.27,34.87,5673.33,44.4,59.4,93.13,97.23,89.2,30893.33,72.93,2309.33,49.4,84.27,448.67,2069.33,3404.0,15803.33,12.27
2025-11-06,F3,Albany Fab,370.33,67166.67,74.33,34.83,5666.67,44.5,59.5,93.17,97.23,89.0,30866.67,72.67,2306.67,49.5,84.33,448.33,2066.67,3400.0,15791.67,12.33
2025-11-07,F3,Albany Fab,370.0,67100.0,74.4,34.8,5660.0,44.6,59.6,93.2,97.24,88.8,30840.0,72.4,2304.0,49.6,84.4,448.0,2064.0,3396.0,15780.0,12.4
2025-11-08,F3,Albany Fab,369.67,67033.33,74.47,34.77,5653.33,44.7,59.7,93.23,97.25,88.6,30813.33,72.13,2301.33,49.7,84.47,447.67,2061.33,3392.0,15768.33,12.47
2025-11-09,F3,Albany Fab,369.33,66966.67,74.53,34.73,5646.67,44.8,59.8,93.27,97.25,88.4,30786.67,71.87,2298.67,49.8,84.53,447.33,2058.67,3388.0,15756.67,12.53
2025-11-10,F3,Albany Fab,369.0,66900.0,74.6,34.7,5640.0,44.9,59.9,93.3,97.26,88.2,30760.0,71.6,2296.0,49.9,84.6,447.0,2056.0,3384.0,15745.0,12.6
2025-11-11,F3,Albany Fab,368.67,66833.33,74.67,34.67,5633.33,45.0,60.0,93.33,97.27,88.0,30733.33,71.33,2293.33,50.0,84.67,446.67,2053.33,3380.0,15733.33,12.67
2025-11-12,F3,Albany Fab,368.33,66766.67,74.73,34.63,5626.67,45.1,60.1,93.37,97.27,87.8,30706.67,71.07,2290.67,50.1,84.73,446.33,2050.67,3376.0,15721.67,12.73
2025-11-13,F3,Albany Fab,368.0,66700.0,74.8,34.6,5620.0,45.2,60.2,93.4,97.28,87.6,30680.0,70.8,2288.0,50.2,84.8,446.0,2048.0,3372.0,15710.0,12.8
2025-11-14,F3,Albany Fab,367.67,66633.33,74.87,34.57,5613.33,45.3,60.3,93.43,97.29,87.4,30653.33,70.53,2285.33,50.3,84.87,445.67,2045.33,3368.0,15698.33,12.87
2025-11-15,F3,Albany Fab,367.33,66566.67,74.93,34.53,5606.67,45.4,60.4,93.47,97.29,87.2,30626.67,70.27,2282.67,50.4,84.93,445.33,2042.67,3364.0,15686.67,12.93
2025-11-16,F3,Albany Fab,367.0,66500.0,75.0,34.5,5600.0,45.5,60.5,93.5,97.3,87.0,30600.0,70.0,2280.0,50.5,85.0,445.0,2040.0,3360.0,15675.0,13.0
2025-11-17,F3,Albany Fab,366.67,66433.33,75.07,34.47,5593.33,45.6,60.6,93.53,97.31,86.8,30573.33,69.73,2277.33,50.6,85.07,444.67,2037.33,3356.0,15663.33,13.07
2025-11-18,F3,Albany Fab,366.33,66366.67,75.13,34.43,5586.67,45.7,60.7,93.57,97.31,86.6,30546.67,69.47,2274.67,50.7,85.13,444.33,2034.67,3352.0,15651.67,13.13
2025-11-19,F3,Albany Fab,366.0,66300.0,75.2,34.4,5580.0,45.8,60.8,93.6,97.32,86.4,30520.0,69.2,2272.0,50.8,85.2,444.0,2032.0,3348.0,15640.0,13.2
2025-11-20,F3,Albany Fab,365.67,66233.33,75.27,34.37,5573.33,45.9,60.9,93.63,97.33,86.2,30493.33,68.93,2269.33,50.9,85.27,443.67,2029.33,3344.0,15628.33,13.27
2025-11-21,F3,Albany Fab,365.33,66166.67,75.33,34.33,5566.67,46.0,61.0,93.67,97.33,86.0,30466.67,68.67,2266.67,51.0,85.33,443.33,2026.67,3340.0,15616.67,13.33
2025-11-22,F3,Albany Fab,365.0,66100.0,75.4,34.3,5560.0,46.1,61.1,93.7,97.34,85.8,30440.0,68.4,2264.0,51.1,85.4,443.0,2024.0,3336.0,15605.0,13.4
2025-11-23,F3,Albany Fab,364.67,66033.33,75.47,34.27,5553.33,46.2,61.2,93.73,97.35,85.6,30413.33,68.13,2261.33,51.2,85.47,442.67,2021.33,3332.0,15593.33,13.47
2025-11-24,F3,Albany Fab,364.33,65966.67,75.53,34.23,5546.67,46.3,61.3,93.77,97.35,85.4,30386.67,67.87,2258.67,51.3,85.53,442.33,2018.67,3328.0,15581.67,13.53
2025-11-25,F3,Albany Fab,364.0,65900.0,75.6,34.2,5540.0,46.4,61.4,93.8,97.36,85.2,30360.0,67.6,2256.0,51.4,85.6,442.0,2016.0,3324.0,15570.0,13.6
2025-11-26,F3,Albany Fab,363.67,65833.33,75.67,34.17,5533.33,46.5,61.5,93.83,97.37,85.0,30333.33,67.33,2253.33,51.5,85.67,441.67,2013.33,3320.0,15558.33,13.67
2025-11-27,F3,Albany Fab,363.33,65766.67,75.73,34.13,5526.67,46.6,61.6,93.87,97.37,84.8,30306.67,67.07,2250.67,51.6,85.73,441.33,2010.67,3316.0,15546.67,13.73
2025-11-28,F3,Albany Fab,363.0,65700.0,75.8,34.1,5520.0,46.7,61.7,93.9,97.38,84.6,30280.0,66.8,2248.0,51.7,85.8,441.0,2008.0,3312.0,15535.0,13.8
2025-11-29,F3,Albany Fab,362.67,65633.33,75.87,34.07,5513.33,46.8,61.8,93.93,97.39,84.4,30253.33,66.53,2245.33,51.8,85.87,440.67,2005.33,3308.0,15523.33,13.87
2025-11-30,F3,Albany Fab,362.33,65566.67,75.93,34.03,5506.67,46.9,61.9,93.97,97.39,84.2,30226.67,66.27,2242.67,51.9,85.93,440.33,2002.67,3304.0,15511.67,13.93
2025-12-01,F3,Albany Fab,362.0,65500.0,76.0,34.0,5500.0,47.0,62.0,94.0,97.4,84.0,30200.0,66.0,2240.0,52.0,86.0,440.0,2000.0,3300.0,15500.0,14.0
2025-12-02,F3,Albany Fab,361.68,65435.48,76.06,33.94,5493.55,47.1,62.1,94.0,97.41,83.81,30174.19,65.74,2238.06,52.1,86.06,439.68,1997.42,3295.16,15487.1,14.06
2025-12-03,F3,Albany Fab,361.35,65370.97,76.13,33.87,5487.1,47.19,62.19,94.0,97.41,83.61,30148.39,65.48,2236.13,52.19,86.13,439.35,1994.84,3290.32,15474.19,14.13
2025-12-04,F3,Albany Fab,361.03,65306.45,76.19,33.81,5480.65,47.29,62.29,94.0,97.42,83.42,30122.58,65.23,2234.19,52.29,86.19,439.03,1992.26,3285.48,15461.29,14.19
2025-12-05,F3,Albany Fab,360.71,65241.94,76.26,33.74,5474.19,47.39,62.39,94.0,97.43,83.23,30096.77,64.97,2232.26,52.39,86.26,438.71,1989.68,3280.65,15448.39,14.26
2025-12-06,F3,Albany Fab,360.39,65177.42,76.32,33.68,5467.74,47.48,62.48,94.0,97.43,83.03,30070.97,64.71,2230.32,52.48,86.32,438.39,1987.1,3275.81,15435.48,14.32
2025-12-07,F3,Albany Fab,360.06,65112.9,76.39,33.61,5461.29,47.58,62.58,94.0,97.44,82.84,30045.16,64.45,2228.39,52.58,86.39,438.06,1984.52,3270.97,15422.58,14.39
2025-12-08,F3,Albany Fab,359.74,65048.39,76.45,33.55,5454.84,47.68,62.68,94.0,97.45,82.65,30019.35,64.19,2226.45,52.68,86.45,437.74,1981.94,3266.13,15409.68,14.45
2025-12-09,F3,Albany Fab,359.42,64983.87,76.52,33.48,5448.39,47.77,62.77,94.0,97.45,82.45,29993.55,63.94,2224.52,52.77,86.52,437.42,1979.35,3261.29,15396.77,14.52
2025-12-10,F3,Albany Fab,359.1,64919.35,76.58,33.42,5441.94,47.87,62.87,94.0,97.46,82.26,29967.74,63.68,2222.58,52.87,86.58,437.1,1976.77,3256.45,15383.87,14.58
2025-12-11,F3,Albany Fab,358.77,64854.84,76.65,33.35,5435.48,47.97,62.97,94.0,97.46,82.06,29941.94,63.42,2220.65,52.97,86.65,436.77,1974.19,3251.61,15370.97,14.65
2025-12-12,F3,Albany Fab,358.45,64790.32,76.71,33.29,5429.03,48.06,63.06,94.0,97.47,81.87,29916.13,63.16,2218.71,53.06,86.71,436.45,1971.61,3246.77,15358.06,14.71
2025-12-13,F3,Albany Fab,358.13,64725.81,76.77,33.23,5422.58,48.16,63.16,94.0,97.48,81.68,29890.32,62.9,2216.77,53.16,86.77,436.13,1969.03,3241.94,15345.16,14.77
2025-12-14,F3,Albany Fab,357.81,64661.29,76.84,33.16,5416.13,48.26,63.26,94.0,97.48,81.48,29864.52,62.65,2214.84,53.26,86.84,435.81,1966.45,3237.1,15332.26,14.84
2025-12-15,F3,Albany Fab,357.48,64596.77,76.9,33.1,5409.68,48.35,63.35,94.0,97.49,81.29,29838.71,62.39,2212.9,53.35,86.9,435.48,1963.87,3232.26,15319.35,14.9
2025-12-16,F3,Albany Fab,357.16,64532.26,76.97,33.03,5403.23,48.45,63.45,94.0,97.5,81.1,29812.9,62.13,2210.97,53.45,86.97,435.16,1961.29,3227.42,15306.45,14.97
2025-12-17,F3,Albany Fab,356.84,64467.74,77.03,32.97,5396.77,48.55,63.55,94.0,97.5,80.9,29787.1,61.87,2209.03,53.55,87.03,434.84,1958.71,3222.58,15293.55,15.03
2025-12-18,F3,Albany Fab,356.52,64403.23,77.1,32.9,5390.32,48.65,63.65,94.0,97.51,80.71,29761.29,61.61,2207.1,53.65,87.1,434.52,1956.13,3217.74,15280.65,15.1
2025-12-19,F3,Albany Fab,356.19,64338.71,77.16,32.84,5383.87,48.74,63.74,94.0,97.52,80.52,29735.48,61.35,2205.16,53.74,87.16,434.19,1953.55,3212.9,15267.74,15.16
2025-12-20,F3,Albany Fab,355.87,64274.19,77.23,32.77,5377.42,48.84,63.84,94.0,97.52,80.32,29709.68,61.1,2203.23,53.84,87.23,433.87,1950.97,3208.06,15254.84,15.23
2025-12-21,F3,Albany Fab,355.55,64209.68,77.29,32.71,5370.97,48.94,63.94,94.0,97.53,80.13,29683.87,60.84,2201.29,53.94,87.29,433.55,1948.39,3203.23,15241.94,15.29
2025-12-22,F3,Albany Fab,355.23,64145.16,77.35,32.65,5364.52,49.03,64.03,94.0,97.54,79.94,29658.06,60.58,2199.35,54.03,87.35,433.23,1945.81,3198.39,15229.03,15.35
2025-12-23,F3,Albany Fab,354.9,64080.65,77.42,32.58,5358.06,49.13,64.13,94.0,97.54,79.74,29632.26,60.32,2197.42,54.13,87.42,432.9,1943.23,3193.55,15216.13,15.42
2025-12-24,F3,Albany Fab,354.58,64016.13,77.48,32.52,5351.61,49.23,64.23,94.0,97.55,79.55,29606.45,60.06,2195.48,54.23,87.48,432.58,1940.65,3188.71,15203.23,15.48
2025-12-25,F3,Albany Fab,354.26,63951.61,77.55,32.45,5345.16,49.32,64.32,94.0,97.55,79.35,29580.65,59.81,2193.55,54.32,87.55,432.26,1938.06,3183.87,15190.32,15.55
2025-12-26,F3,Albany Fab,353.94,63887.1,77.61,32.39,5338.71,49.42,64.42,94.0,97.56,79.16,29554.84,59.55,2191.61,54.42,87.61,431.94,1935.48,3179.03,15177.42,15.61
2025-12-27,F3,Albany Fab,353.61,63822.58,77.68,32.32,5332.26,49.52,64.52,94.0,97.57,78.97,29529.03,59.29,2189.68,54.52,87.68,431.61,1932.9,3174.19,15164.52,15.68
2025-12-28,F3,Albany Fab,353.29,63758.06,77.74,32.26,5325.81,49.61,64.61,94.0,97.57,78.77,29503.23,59.03,2187.74,54.61,87.74,431.29,1930.32,3169.35,15151.61,15.74
2025-12-29,F3,Albany Fab,352.97,63693.55,77.81,32.19,5319.35,49.71,64.71,94.0,97.58,78.58,29477.42,58.77,2185.81,54.71,87.81,430.97,1927.74,3164.52,15138.71,15.81
2025-12-30,F3,Albany Fab,352.65,63629.03,77.87,32.13,5312.9,49.81,64.81,94.0,97.59,78.39,29451.61,58.52,2183.87,54.81,87.87,430.65,1925.16,3159.68,15125.81,15.87
2025-12-31,F3,Albany Fab,352.32,63564.52,77.94,32.06,5306.45,49.9,64.9,94.0,97.59,78.19,29425.81,58.26,2181.94,54.9,87.94,430.32,1922.58,3154.84,15112.9,15.94
2026-01-01,F3,Albany Fab,352.0,63500.0,78.0,32.0,5300.0,50.0,65.0,94.0,97.6,78.0,29400.0,58.0,2180.0,55.0,88.0,430.0,1920.0,3150.0,15100.0,16.0
